TokenID,FullText,Target,ASTrns,ASTrns_conf,ASTrns_explanation,ASUncc,ASUncc_conf,ASUncc_explanation,ASUnrg,ASUnrg_conf,ASUnrg_explanation,AktAcc,AktAcc_conf,AktAcc_explanation,AktAch,AktAch_conf,AktAch_explanation,AktAct,AktAct_conf,AktAct_explanation,AktSemel,AktSemel_conf,AktSemel_explanation,AktState,AktState_conf,AktState_explanation,ClCntfcl,ClCntfcl_conf,ClCntfcl_explanation,ClNegPol,ClNegPol_conf,ClNegPol_explanation,DtDTAM,DtDTAM_conf,DtDTAM_explanation,DtExp,DtExp_conf,DtExp_explanation,DtRes,DtRes_conf,DtRes_explanation,DtUniv,DtUniv_conf,DtUniv_explanation,TLAspPfv,TLAspPfv_conf,TLAspPfv_explanation,TLMdIrr,TLMdIrr_conf,TLMdIrr_explanation,TLTS,TLTS_conf,TLTS_explanation,VcPass,VcPass_conf,VcPass_explanation
40001018,"The birth genesis : origin beginning of Jesus Christ was as follows : His mother Mary had been promised to Joseph in marriage . But before they were married , Mary realized that she was pregnant by Holy Spirit .",had been promised,1,high,"The passive clause 'His mother Mary had been promised to Joseph' involves a lexical verb licensing both an external argument (agent) and an internal argument (patient), with the internal argument 'Mary' overtly expressed.",0,high,"'had been promised' licenses an external argument (the promiser), and the clause contains a direct object ('Mary'), so it does not meet unaccusative criteria.",0,high,"The verb 'had been promised' licenses an internal argument (Mary is the theme of the promise), so it does not instantiate ASUnrg.",0,high,"'had been promised' denotes a punctual event of promise (a boundary state) without a durative process or inherent endpoint, thus it is not an accomplishment.",0,high,'had been promised' denotes a state or condition resulting from a prior event rather than a punctual transition into a new state; it unfolds over time and does not occur at a single temporal boundary.,0,high,"The verb phrase 'had been promised' denotes a bounded, completed event with a specific inherent endpoint (the promise), lacking dynamic unfolding or durative action.",0,high,"'had been promised' entails a resulting state of being promised, not a single punctual dynamic occurrence without change of state.",0,high,"'had been promised' is morphologically marked as past perfect progressive (had been + past participle) indicating a completed event (a bounded dynamic event of promising), not a static state.",0,high,The clause 'His mother Mary had been promised to Joseph in marriage' presents a factual past event without any indication of counterfactuality or unfulfilled condition.,0,high,The target gram 'had been promised' is not negated; no negator or negative quantifier modifies it in the sentence.,0,high,There is no temporal adverbial or temporal conjunction in the clause containing 'had been promised' or the full text to establish a past time anchor.,0,high,"The verb 'had been promised' entails a change of social/legal status that remains in effect at the reference time, thus vetoing DtExp.",0,high,The phrase 'had been promised' reports a past promise without indicating that the resulting state (being promised) currently holds or entails a change of possession or status at the reference time.,0,high,'had been promised' describes a discrete bounded event (a promise made) rather than a continuous or habitual situation holding over a time span.,0,high,"The phrase 'had been promised' is a passive perfect form but describes a stative situation without a construed boundary or transition event, and no completion-measure adverbial or narrative step is present.",0,high,"'had been promised' asserts a realized past event without modal, conditional, future, or hypothetical context.",1,high,"'had been promised' is morphologically past perfect with 'had' plus 'been' plus past participle, matching the past perfect auxiliary condition.",1,high,"The target gram 'had been promised' has the form auxiliary 'had' + 'been' + past participle 'promised' of a transitive verb, and the grammatical subject 'His mother Mary' corresponds to the semantic patient, indicating passive voice."
40001024,"When Joseph woke up , he did what the angel of God had commanded him to do . He took Mary to be his wife .",had commanded,1,high,"'had commanded' introduces an overt grammatical subject ('the angel of God') and an overt direct object ('him'), satisfying the condition for ASTrns = 1.",0,high,"'had commanded' licenses an external argument (the angel of God as agent), so it does not instantiate ASUncc.",0,high,"The verb 'had commanded' licenses an internal argument ('him'), so it does not instantiate ASUnrg.",0,high,"'had commanded' denotes a punctual act of issuing an order, which is an instantaneous boundary event without a durative process or inherent endpoint.",0,high,'had commanded' denotes an ongoing state of issuing an order rather than a punctual transition into a new state.,0,high,"The verb 'had commanded' entails a specific, completed communicative event with a defined result state, lacking dynamic unfolding or durative action.",0,high,"'had commanded' entails a resulting change of state in the addressee (they receive and are expected to obey the command), and is not a single punctual dynamic occurrence without change of state.",0,high,"'had commanded' denotes a past completed action (a bounded dynamic event), not a static or mental state.",0,high,"The clause presents a factual past event that actually occurred, with no indication of counterfactuality or unfulfilled condition.",0,high,The target gram 'had commanded' is not negated; no negation or negative quantifier modifies it in the sentence.,1,high,"The clause contains a clausal past time anchor starting with the temporal conjunction 'When', indicating a past temporal reference.",0,high,"'had commanded' entails a completed action resulting in an instruction that holds at the reference time, not an experiential event or frequency adverbial.",0,high,The verb 'had commanded' reports a past directive without indicating that the command is currently in effect or that a resulting state persists.,0,high,'had commanded' describes a discrete bounded event (a past command) rather than a continuous or habitual situation holding over a time span.,1,high,"'had commanded' presents a single bounded occurrence with a construed endpoint (the angel's command), functioning as a discrete past event in the narrative sequence.",0,high,"'had commanded' asserts a realized past event with no modal, conditional, future, or hypothetical context.",1,high,"'had commanded' is morphologically past perfect, which sets the feature to 1.",0,high,'had commanded' is active voice with the subject as agent and no 'been' auxiliary or passive morphology present.
40003002,"» Repent , for the kingdom of heaven has come near . «",has come near,0,high,The verb phrase 'has come near' does not introduce an overt internal argument; it is intransitive with no overt direct or indirect object.,1,high,'has come near' denotes directed motion/change-of-location where the sole argument undergoes displacement and no external argument is licensed.,0,high,"The verb phrase 'has come near' denotes a change-of-location event with the subject functioning as an internal argument (theme/patient), thus it does not instantiate ASUnrg.",0,high,'has come near' denotes a punctual boundary transition without a durative process or inherent endpoint.,1,high,"'has come near' denotes a punctual or near-instantaneous transition into a new state, fitting the criteria for AktAch.",0,high,"'has come near' denotes a punctual event with a defined result state (the kingdom of heaven reaching a near position), lacking durative unfolding or ongoing action.",0,high,"The phrase 'has come near' entails a transition into a new resulting state (proximity), thus it is not a single punctual dynamic occurrence without change of state.",0,high,"'has come near' denotes a dynamic change-of-state event indicating approach, thus involving internal eventive unfolding and boundedness, which vetoes AktState.",0,high,"The clause 'the kingdom of heaven has come near' presents the situation as factual and actual, with no indication of counterfactuality or unfulfilled condition.",0,high,The target gram 'has come near' is not negated; no negator or negative quantifier modifies it in the sentence.,0,high,The clause contains no temporal adverbial or temporal anchor; 'has come near' is present perfect without any past time adverbial.,0,high,"The verb phrase 'has come near' entails a change of location with the resulting state holding at the reference time, which vetoes the DtExp feature.",1,high,"The verb phrase 'has come near' is a motion verb indicating movement to a destination ('near'), and the clause implies that the kingdom of heaven is currently near, so the resulting state holds at the reference time.",0,high,The predicate 'has come near' denotes a discrete bounded event (a transition into a new state) rather than a continuous or habitual situation holding over time.,1,high,"The predicate 'has come near' is a transition event asserting a completed whole, presenting the situation as a single bounded occurrence with a construed endpoint.",0,high,"The phrase 'has come near' asserts a realized situation in the actual world with no modal, conditional, future, or hypothetical context present.",0,high,"The gram is formed with present-tense 'has' followed by a past participle 'come', with no modal, future, or progressive marking.",0,high,The target 'has come near' is not in the form 'have been + past participle' and 'come near' is not a passive construction but an active intransitive verb phrase indicating motion or state change.
40003017,Then a voice from heaven said : » This is my Son whom I love and whom I have approved . «,have approved,1,high,"The verb 'have approved' introduces an overt grammatical subject ('I') and an overt direct object ('whom'), satisfying the condition for ASTrns.",0,high,"'have approved' licenses an external argument (the subject who approves), so it does not meet the unaccusative criteria.",0,high,"The verb 'have approved' licenses an internal argument ('my Son'), so it does not meet the criteria for ASUnrg.",0,high,"'have approved' denotes a punctual cognitive event (approval) without a durative process or inherent endpoint phase, thus it is not an accomplishment.",1,high,"'have approved' denotes a punctual transition into a new state of approval, fitting the achievement criteria.",0,high,"The verb 'have approved' denotes a bounded cognitive event with a defined result state (approval), lacking dynamic unfolding or durative action.",0,high,"'have approved' entails a resulting state of approval and is not a single punctual occurrence, thus it does not instantiate AktSemel.",0,high,'have approved' denotes a completed dynamic event (an act of approving) rather than a static mental state or stable condition.,0,high,"The clause presents the situation as having actually occurred, with no indication of counterfactuality or unfulfilled condition.",0,high,The target gram 'have approved' is not negated; no negator or negative quantifier modifies it in the sentence.,0,high,"'Then' in the clause is a logical connector introducing speech, not a temporal adverbial, so DtDTAM is not instantiated.",0,high,"The verb 'have approved' entails a change of social/legal status (approval) that remains in effect at the reference time, thus vetoing DtExp.",1,high,"The verb 'have approved' describes a change of social/legal status (approval) that is currently held, as indicated by the clause stating 'This is my Son whom I have approved.'",0,high,The clause describes a discrete bounded event of approval rather than a continuous or habitual situation holding over time.,1,high,"The predicate 'have approved' is a transition event asserting a completed whole, presenting the situation as a single bounded occurrence with a construed endpoint.",0,high,"The phrase 'I have approved' asserts a realized situation in the actual world without modal, conditional, future, or hypothetical context.",0,high,"The gram is formed with present-tense 'have' followed by a past participle 'approved', with no modal, future, or progressive marking.",0,high,The target 'have approved' is active voice with the subject as agent and no auxiliary 'been' plus past participle; thus it does not instantiate VcPass.
40004012,Jesus heard that John had been arrested . So Jesus withdrew to Galilee .,had been arrested,1,high,"The clause is morphologically passive ('had been arrested'), and the lexical verb licenses both an external argument (agent) and an internal argument (patient), even if the external argument is unexpressed.",0,high,"'had been arrested' is a passive construction where the verb licenses an external argument (the agent of arrest), so it does not instantiate ASUncc.",0,high,"'had been arrested' licenses an internal argument (the person arrested) and denotes a change-of-state event, so it does not instantiate ASUnrg.",0,high,'had been arrested' denotes a punctual boundary transition (the event of arrest) without a durative process phase or inherent endpoint duration.,1,high,"'had been arrested' denotes a punctual transition into a new state (being under arrest), fitting the achievement criteria.",0,high,"'had been arrested' denotes a bounded, completed event with a defined result state (the arrest), thus not an ongoing dynamic activity.",0,high,"'had been arrested' entails a transition into a new resulting state (being under arrest), so it does not instantiate AktSemel.",0,high,"'had been arrested' is morphologically marked as progressive perfect passive, indicating a completed dynamic event (change-of-state), not a static condition.",0,high,The clause 'John had been arrested' is presented as a factual past event without any indication of counterfactuality or unfulfilled condition.,0,high,The target gram 'had been arrested' is not negated; there is no negator or negative quantifier modifying it in the sentence.,0,high,"The clause contains no lexical, phrasal, or clausal past time adverbial; no temporal anchor is present.",0,high,"The verb phrase 'had been arrested' entails a change of state (being in custody) that holds at the reference time, matching the narrative progression edge case and thus is non-experiential.",1,high,The verb phrase 'had been arrested' describes a change of legal status (being arrested) and the context implies that this status is currently held at the reference time.,0,high,'had been arrested' describes a discrete bounded event (an arrest) rather than a continuous or habitual situation over time.,1,high,"'had been arrested' is a passive perfect form asserting a bounded completed event (arrest), which is a transition event with a construed endpoint.",0,high,"The phrase 'had been arrested' asserts a realized past event without modal, conditional, future, or hypothetical context.",1,high,"'had been arrested' includes the auxiliary 'had' which is morphologically past, satisfying the past perfect condition.",1,high,"'had been arrested' is auxiliary 'had' + 'been' + past participle 'arrested' of a transitive verb, with the subject 'John' as semantic patient, indicating passive voice."
40005027,"» You have heard it was said , ‘ You should not commit adultery . ’",have heard,1,high,"The target verb 'have heard' introduces an overt grammatical subject 'You' and an overt direct object 'it', satisfying the condition for ASTrns.",0,high,"'have heard' licenses an external argument (the experiencer 'you') and involves an agentive/initiator role, so it does not meet unaccusative criteria.",0,high,"The verb 'have heard' licenses an internal argument ('it'), so it does not meet the criteria for ASUnrg.",0,high,"'have heard' denotes a cognitive/perceptual verb with an instantaneous event of becoming aware, lacking a durative process or inherent endpoint.",1,high,"'have heard' denotes a punctual perceptual transition into awareness, matching the criteria for AktAch.",0,high,"The verb 'have heard' denotes a bounded perceptual event marking the onset of awareness, treated as a single completed occurrence.",0,high,'have heard' entails a state or event unfolding over time and does not describe a single punctual occurrence without change of state.,0,high,"The verb 'have heard' denotes a bounded perceptual event marking the completion of awareness, which is dynamic and eventive, thus not instantiating AktState.",0,high,"The phrase 'You have heard it was said' is a factual statement presenting reported speech, not a counterfactual conditional or an expression of regret or unfulfilled wish.",0,high,"The negation 'not' applies to 'commit adultery', not to the target gram 'have heard'; thus, the target gram is not negated.",0,high,The clause contains no temporal adverbial or temporal anchor; 'have heard' is present perfect without any past time indicator.,0,high,The verb 'have heard' here denotes perception but is used in a clause reporting a known statement rather than focusing on the occurrence of an experience at least once; no frequency adverbs or negative perfect form are present.,0,high,The verb 'have heard' reports a past perception event without indicating that the information is currently in effect or that a resulting state persists.,0,high,The clause describes a discrete event of hearing something rather than a continuous or habitual situation holding over time.,0,high,"'have heard' is a stative/perfect experiential predicate without a construed boundary or transition event, and the clause does not present a single bounded occurrence.",0,high,"'have heard' asserts a realized situation in the actual world (past perfect) with no modal, conditional, future, or hypothetical context.",0,high,"The gram is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking.",0,high,"The target 'have heard' is auxiliary 'have' + past participle but lacks 'been' and does not form a passive with 'been'; also, the subject 'you' is the agent who performed the hearing, so it is active voice, not passive."
40005038,"» You have heard it said , an eye for an eye and a tooth for a tooth .",have heard,1,high,"The target verb 'have heard' introduces an overt grammatical subject 'You' and an overt direct object 'it', satisfying the condition for ASTrns.",0,high,"'have heard' licenses an external argument (agent/initiator) and the clause contains an overt direct object 'it', so it does not meet unaccusative criteria.",0,high,"The verb 'have heard' licenses an internal argument 'it', so it does not meet the criteria for ASUnrg.",0,high,"'have heard' denotes a punctual cognitive event marking the transition into awareness without a durative process or inherent endpoint, thus it is not an accomplishment.",1,high,"'have heard' denotes a punctual perceptual transition into awareness, matching the set_to_1_if conditions.",0,high,"'have heard' denotes a bounded perceptual event marking the onset of awareness, treated as a single completed occurrence.",0,high,'have heard' entails a state or event unfolding over time and does not describe a single punctual dynamic occurrence without change of state.,0,high,"'have heard' is morphologically progressive and denotes a bounded perceptual event marking the completion of awareness, thus dynamic and not stative.",0,high,"The phrase 'You have heard it said' is a factual statement in the actual world, not a counterfactual or contrary-to-fact condition.",0,high,The target gram 'have heard' is not negated; no negator or negative quantifier modifies it in the sentence.,0,high,The clause contains no temporal adverbial or temporal anchor; 'have heard' is in present perfect without any past time indicator.,1,high,"The verb 'have heard' denotes perception focusing on the occurrence of an experience at least once, matching the set_to_1_if condition for DtExp.",0,high,The verb 'have heard' reports a past perception event without indicating a resulting state currently in effect.,0,high,"'have heard' describes a discrete event of hearing a saying, not a continuous or habitual situation over time.",0,high,'have heard' is a perfect form but the predicate 'hear' here does not present a single bounded transition event or a completion; it is stative/unbounded knowledge acquisition without a construed endpoint.,0,high,"'have heard' asserts a realized situation in the actual world without modal, conditional, future, or wish context.",0,high,"The gram is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking.",0,high,"'have heard' is auxiliary 'have' + past participle but lacks 'been' and the subject is agentive, so it is active voice, not passive."
40005043,"» You have heard it said , ‘ You should love your neighbor and hate your enemy . ’",have heard,1,high,"The target verb 'have heard' introduces an overt grammatical subject ('You') and an overt direct object ('it'), satisfying the condition for ASTrns.",0,high,"'have heard' licenses an external argument (the experiencer 'you') and involves an agentive event, so it does not meet unaccusative criteria.",0,high,"The verb 'have heard' licenses an internal argument ('it'), so it does not meet the criteria for ASUnrg.",0,high,"'have heard' denotes a punctual cognitive event of becoming aware, lacking a durative process or inherent endpoint, thus not instantiating AktAcc.",1,high,"'have heard' denotes a punctual perceptual transition into awareness, matching the set_to_1_if conditions.",0,high,"'have heard' denotes a bounded perceptual event marking the onset of awareness, treated as a single completed occurrence.",0,high,"'have heard' entails a durative or stative event of perceiving information, not a single punctual dynamic occurrence without change of state.",0,high,"The verb 'have heard' denotes a bounded perceptual event marking the completion of awareness, which is dynamic and eventive, thus not a stative AktState.",0,high,"The phrase 'You have heard' occurs in a factual statement presenting what is said, not in a counterfactual conditional or expressing regret or unfulfilled wish.",0,high,"The target gram 'have heard' is not negated; no negator modifies the auxiliary or the clause, and no negative quantifier or 'never' is present.",0,high,The clause contains no temporal adverbial or temporal anchor; 'have heard' is present perfect without any past time adverbial.,1,high,"The verb 'have heard' denotes perception focusing on the occurrence of an experience at least once, matching a set_to_1_if condition.",0,high,The verb 'have heard' reports a past perception event without indicating that the information is currently in effect or that a resulting state persists.,0,high,"'have heard' describes a discrete event of hearing something, not a continuous or habitual situation over time.",0,high,"'have heard' is a present perfect form of a stative perception verb without a completion-measure adverbial or transition event, and it does not present a bounded event but rather an ongoing state of having heard.",0,high,"'have heard' asserts a realized situation in the actual world (past perfect) with no modal, conditional, future, or hypothetical context.",0,high,"The gram is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking.",0,high,"'have heard' is auxiliary 'have' + past participle but lacks 'been' and passive morphology; the subject 'you' is agent, not patient, so it is active voice, not passive."
40006002,"» Do not loudly announce it when you give to the poor . The hypocrites do this in the houses of worship and on the streets . They do this to be praised by men . Believe me , they have already been paid in full .",have been paid,1,high,"The clause is morphologically passive ('have been paid'), and the verb 'pay' licenses both an external argument (agent) and an internal argument (patient), even though the agent is unexpressed.",0,high,"'have been paid' is a passive construction where the verb licenses an external argument (the payer), so it does not meet unaccusative criteria.",0,high,"The verb phrase 'have been paid' licenses an internal argument (the recipient of payment), so it does not meet the criteria for ASUnrg.",0,high,"'have been paid' denotes a punctual event of payment completion without a durative process or inherent endpoint phase, matching a punctual boundary transition.",0,high,"'have been paid' denotes a completed state resulting from a process of payment, which unfolds over measurable duration rather than a punctual boundary transition.",0,high,"The phrase 'have been paid' denotes a completed, bounded event with a defined result state, not a dynamic durative activity.",0,high,"'have been paid' entails a resulting state of having received payment, thus involving a change of state, which vetoes semelfactive (AktSemel) annotation.",0,high,"'have been paid' is morphologically progressive perfect passive indicating a completed event, thus involving dynamic change and event boundary, not a stative condition.",0,high,The phrase 'have been paid' occurs in a factual statement about a completed action with no indication of counterfactuality or unfulfilled condition.,0,high,"The target gram 'have been paid' is not negated; although 'not' appears earlier in the full text, it does not negate the target gram, which is stated positively as 'have already been paid'.",0,high,"The clause contains no temporal adverbial or temporal anchor; 'already' is not a past time adverb but an aspectual marker, so DtDTAM is not instantiated.",0,high,"'have been paid' entails a completed change of possession with the resulting state holding at the reference time, thus it is not a life-experience or repeated event.",1,high,The phrase 'have been paid' describes a completed change of possession and the clause 'they have already been paid in full' indicates that this resulting state currently holds.,0,high,"The clause describes a completed, bounded event ('have already been paid in full') indicating a transition into a new state rather than a continuous or habitual situation.",1,high,"'have been paid' is a passive perfect form asserting a bounded completed event, and the clause includes the completion-measure adverbial 'in full' profiling the situation as bounded.",0,high,"'have been paid' asserts a realized situation in the actual world with no modal, conditional, future, or hypothetical context.",1,high,"The gram includes 'been' followed by a past participle 'paid', which matches the progressive participle condition for TLTS.",1,high,"The target gram 'have been paid' matches the auxiliary 'have' + 'been' + past participle form, indicating passive voice; the subject corresponds to the semantic patient, and the context implies a passive event without copular or active usage."
40006005,» Do not pray like the hypocrites ! They want everyone to see them in the houses of worship and on the street corners . I assure you they have been paid in full .,have been paid,1,high,"The clause is morphologically passive ('have been paid'), and the verb 'pay' licenses both an external argument (agent) and an internal argument (patient), even though the agent is unexpressed.",0,high,"'have been paid' is a passive construction where the verb licenses an external argument (the payer), so it does not meet the unaccusative criteria.",0,high,"The verb phrase 'have been paid' licenses an internal argument (the recipient of payment), so it does not instantiate ASUnrg.",0,high,'have been paid' denotes a punctual event of payment completion without a durative process or inherent endpoint phase.,1,high,"'have been paid' denotes a punctual transition into a new state (payment completed), fitting the achievement criteria.",0,high,"'have been paid' denotes a completed, bounded event with a defined result state (payment completed), not a dynamic durative activity.",0,high,"The phrase 'have been paid' entails a resulting change of state (the payment being completed), so it does not instantiate AktSemel.",1,high,"'have been paid' denotes a state of possession or completion of payment, a stable relational configuration without dynamic unfolding.",0,high,The phrase 'have been paid' occurs in a declarative statement presenting a factual situation without any indication of counterfactuality or unfulfilled condition.,0,high,The target gram 'have been paid' is not negated; the sentence states a positive assertion without any negator directly negating the target gram.,0,high,"The clause contains no temporal adverbial or temporal anchor; 'in full' is not a temporal phrase, so DtDTAM is not instantiated.",0,high,"The verb phrase 'have been paid' entails a change of possession that remains in effect at the reference time, which vetoes DtExp.",1,high,"The phrase 'have been paid in full' indicates a change of possession that is currently held, satisfying the set_to_1_if condition for DtRes.",0,high,"The clause 'they have been paid in full' describes a discrete, completed event (payment) rather than a continuous or habitual situation over time.",1,high,"The phrase 'have been paid in full' is passive with a completion-measure adverbial 'in full' indicating a bounded, completed event.",0,high,"'have been paid' asserts a realized situation in the actual world with no modal, conditional, future, or hypothetical context.",1,high,"The gram includes 'been' followed by a past participle 'paid', which matches the progressive participle condition in the set_to_1_if rules.",1,high,"The target gram 'have been paid' has the form auxiliary 'have' + 'been' + past participle of a transitive verb, and the subject corresponds to the semantic patient, indicating passive voice."
