TokenID,FullText,Target,ASTrns,ASTrns_conf,ASTrns_explanation,ASUncc,ASUncc_conf,ASUncc_explanation,ASUnrg,ASUnrg_conf,ASUnrg_explanation,AktAcc,AktAcc_conf,AktAcc_explanation,AktAch,AktAch_conf,AktAch_explanation,AktAct,AktAct_conf,AktAct_explanation,AktSemel,AktSemel_conf,AktSemel_explanation,AktState,AktState_conf,AktState_explanation,ClCntfcl,ClCntfcl_conf,ClCntfcl_explanation,ClNegPol,ClNegPol_conf,ClNegPol_explanation,DtDTAM,DtDTAM_conf,DtDTAM_explanation,DtExp,DtExp_conf,DtExp_explanation,DtRes,DtRes_conf,DtRes_explanation,DtUniv,DtUniv_conf,DtUniv_explanation,TLAspPfv,TLAspPfv_conf,TLAspPfv_explanation,TLMdIrr,TLMdIrr_conf,TLMdIrr_explanation,TLTS,TLTS_conf,TLTS_explanation,VcPass,VcPass_conf,VcPass_explanation
40001018,"The birth genesis : origin beginning of Jesus Christ was as follows : His mother Mary had been promised to Joseph in marriage . But before they were married , Mary realized that she was pregnant by Holy Spirit .",had been promised,1,high,"The verb 'promise' encodes a two-participant event with Mary as the internal argument (patient/theme) being promised and an external agent (implied) directing the action toward her, satisfying the ASTrns feature.",0,high,"The verb 'promise' in 'had been promised' licenses an external argument (the promiser, implied but present in the semantic structure), making it a two-participant event rather than a one-participant event with only an internal argument.",0,high,"The verb 'promised' licenses an internal argument (Mary as the entity promised), making this a two-participant event rather than a one-participant event with only an external argument.",0,high,The target 'had been promised' describes a static resultant state (Mary being in a promised/betrothed condition) rather than a dynamic durative event with an inherent process phase culminating in a defined terminal point.,0.0,high,"The target 'had been promised' describes a state resulting from a past action rather than a punctual change-of-state event; it represents the ongoing condition of being betrothed, not the threshold moment of the promise itself.",0,high,"The target 'had been promised' describes a completed state resulting from a prior action (the promise), not a dynamic durative situation that unfolds over time without an inherent endpoint.",0,high,"The target 'had been promised' describes a resulting state (Mary being in a promised/betrothed condition) rather than a punctual dynamic event without consequent result, thus it does not instantiate AktSemel.",0,high,"The target 'had been promised' describes a completed state resulting from a prior action (the promise), not a situation that holds uniformly over time without dynamic change or progression, as it involves an inherent endpoint marked by the completion of the promising event.",0,high,"The clause 'Mary had been promised to Joseph in marriage' describes a factual event that actually occurred in the narrative world, not a counterfactual situation contrary to fact.",0.0,high,"The target 'had been promised' describes a realized state (Mary was betrothed to Joseph), not an absent or non-occurring event, so it does not instantiate ClNegPol.",0,high,"The clause 'His mother Mary had been promised to Joseph in marriage' contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval.",1,high,"The gram 'had been promised' presents the event of Mary being promised to Joseph as part of the narrative history without asserting that a resulting state currently holds, answering whether the event occurred at least once.",0,high,"The target 'had been promised' describes a prior state of commitment that was already established before the reference time, rather than encoding a change of state with a resulting state currently in effect at the reference time.",0,high,The target 'had been promised' expresses a completed past action (Mary was promised to Joseph at some point in the past) rather than a state or activity that holds continuously from a past starting point up to the reference time.,0,high,"The form 'had been promised' is past perfect progressive expressing a state resulting from a prior action, not a bounded perfective event; it presents the situation as an ongoing state rather than a single completed transition.",0,high,"The target 'had been promised' describes a realized past event (Mary's betrothal to Joseph), not a projected, hypothetical, imagined, or desired non-actual situation.",1,high,"The target 'had been promised' instantiates TLTS because it encodes past perfect (pluperfect) tense, which is a tense specification other than the simple present perfect.",1,high,"The target 'had been promised' exhibits passive voice with Mary as the semantic patient functioning as grammatical subject, overt passive morphology (had been + past participle), and the agent (Joseph) omitted, satisfying all VcPass criteria."
40001024,"When Joseph woke up , he did what the angel of God had commanded him to do . He took Mary to be his wife .",had commanded,1,high,"The verb 'commanded' encodes a two-participant event with an external argument (the angel of God as agent/initiator) and an internal argument (him/Joseph as patient/theme), where the event is directed from the angel toward Joseph and affects his actions.",0,high,"The verb 'commanded' encodes a two-participant event with an external argument (the angel) and an internal argument (him), so it does not instantiate ASUncc which requires a one-participant event with only an internal argument.",0,high,"The verb 'commanded' licenses an internal argument (the infinitival complement 'him to do'), so it does not instantiate a one-participant event with only an external argument.",0,high,Had commanded is a past perfect stative verb describing a prior completed action without inherent process or culmination toward a terminal result state; it does not depict a dynamic durative event unfolding toward a defined endpoint.,0.0,high,Had commanded is a past perfect form describing a prior state or completed action rather than a punctual change-of-state event at a threshold boundary.,0,high,"The past perfect 'had commanded' denotes a completed action with a defined result state (a command issued), not a dynamic durative situation that unfolds without an inherent endpoint.",0,high,"Had commanded describes a prior state or condition (the angel's directive) that Joseph then acts upon, entailing a resulting change of state in Joseph's behavior, rather than a punctual dynamic event without consequent result.",0,high,"The past perfect 'had commanded' describes a completed dynamic action with an inherent endpoint (the moment the command was issued), not a state that holds uniformly over time without change.",0,high,"The clause 'had commanded' describes a past event that actually occurred (the angel did command Joseph), not a counterfactual situation contrary to fact.",0.0,high,"The target 'had commanded' presents a past event that did occur and was realized in reality, as evidenced by Joseph's subsequent action of doing what was commanded, so it does not instantiate ClNegPol.",0,high,"The clause contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval; 'When Joseph woke up' is a temporal clause but does not serve as an adverbial modifier of 'had commanded.'",1,high,"The past perfect 'had commanded' presents the angel's command as a prior event in Joseph's life history that occurred before his waking, answering whether the commanding event happened without asserting a current resulting state.",0,high,"The past perfect 'had commanded' describes a prior completed action relative to 'woke up' and 'did,' not a change of state with a resulting state holding at reference time.",0,high,"The past perfect 'had commanded' describes a completed prior action (the angel's command), not a state or activity that holds continuously from a past point up to the reference time.",1,high,"The past perfect 'had commanded' presents the angel's commanding as a bounded, completed event prior to Joseph's waking, with no internal temporal development accessible, which instantiates the perfective aspect feature TLAspPfv.",0,high,"The target 'had commanded' describes a prior actual event (the angel's command) that Joseph then realized by acting on it, not a projected or hypothetical situation.",1,high,"The target 'had commanded' is a past perfect form (had + past participle), which encodes a tense specification other than the simple present perfect, thus instantiating the TLTS feature.",0,high,"The target 'had commanded' is active voice with the agent (angel of God) as the grammatical subject and the patient (him) as the object, not the subject, so it does not instantiate VcPass."
40003002,"» Repent , for the kingdom of heaven has come near . «",has come near,0,high,"The verb 'has come near' is an intransitive construction where 'kingdom of heaven' is the external argument (subject/initiator) and there is no internal argument (patient/theme) being affected, failing to instantiate the two-participant transitive event structure required by ASTrns.",0,high,"The verb 'come' licenses an external argument (the kingdom of heaven as subject/agent), making this a two-participant event rather than a one-participant event with only an internal argument.",0,high,"The verb 'come near' is intransitive with 'kingdom of heaven' as the sole argument functioning as the internal argument (theme/patient undergoing the action of approaching), not as an external argument/agent, thus failing the ASUnrg criterion.",0,high,The phrase 'has come near' describes a completed state of proximity rather than a dynamic durative event with an inherent process phase leading toward a defined terminal point; it presents a resultant state without the culminating process structure required by AktAcc.,1.0,high,"The phrase 'has come near' represents a punctual change-of-state event where the kingdom of heaven crosses a definable threshold from distant to proximate, instantaneously marking the boundary point of transition rather than an unfolding process.",0,high,"The phrase 'has come near' describes a completed change of state (arrival/approach) with an inherent endpoint, not a dynamic durative situation requiring sustained engagement without an inherent endpoint.",0,high,"The phrase 'has come near' entails a resulting change of state (the kingdom transitions from distant to proximate), which violates the AktSemel requirement that there be no resulting change of state.",0,high,"The phrase 'has come near' describes a dynamic change and progression toward a state (the kingdom approaching), which contradicts the stative, unchanging nature required by AktState.",0,high,"The clause 'has come near' describes a situation presented as factual in the actual world (the kingdom of heaven has approached), not as contrary to fact or conditional.",0.0,high,"The target 'has come near' presents the kingdom of heaven as an event that has occurred and is realized in reality, not as absent or not occurring.",0,high,"The target 'has come near' contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval.",0,high,"The present perfect 'has come near' asserts that the kingdom of heaven currently exists in a near state, not merely that the event of approaching occurred at some point in the subject's life history.",1,high,"The present perfect 'has come near' indicates a change of state from the kingdom of heaven being distant to being near, with this resulting state of proximity holding at the reference time.",0,high,"The present perfect 'has come near' expresses a completed action with present relevance rather than a continuous state holding from past to reference time, so it does not instantiate DtUniv.",1,high,"The present perfect 'has come near' presents the transition of the kingdom approaching as a completed, bounded event without exposing its internal temporal development, instantiating perfective aspect.",0,high,"The phrase 'has come near' is asserted as a realized fact in the actual world, not as projected, hypothetical, imagined, or desired, so it does not instantiate TLMdIrr.",0,high,"The target 'has come near' is a canonical present perfect form ('has' + past participle 'come') with no overt encoding of tense or mood specifications beyond the simple present perfect, so TLTS is not instantiated.",0,high,"The target 'has come near' is active voice with 'kingdom of heaven' as the grammatical subject and semantic agent; there is no overt passive morphology, no by-phrase, and the patient does not function as the subject."
40003017,Then a voice from heaven said : » This is my Son whom I love and whom I have approved . «,have approved,1,high,The verb 'approved' encodes a two-participant event with an implicit external argument (the speaker/I) as agent and 'whom' (the Son) as the internal argument (patient/theme) being affected by the approval directed toward them.,0,high,"The verb 'have approved' is transitive and licenses an external argument (the implicit first-person subject 'I'), with 'whom' (the Son) as the internal argument, thus it does not instantiate a one-participant event where the sole argument is internal.",0,high,"The verb 'approved' licenses an internal argument (the relative pronoun 'whom' referring to 'Son'), so it does not instantiate a one-participant event with only an external argument.",0,high,The present perfect 'have approved' expresses a completed state rather than a dynamic durative event with an inherent process phase unfolding toward a terminal point.,,,,0,high,"The present perfect 'have approved' describes a completed action with a resultant state (approval achieved), not a dynamic durative situation unfolding without an inherent endpoint.",0,high,"The target 'have approved' entails a resulting change of state (the Son becomes approved), which violates the AktSemel requirement of no consequent result condition.",0,high,The present perfect 'have approved' describes a completed action with present relevance rather than a state that holds over time without change; it involves dynamic change (the act of approving) and has an inherent endpoint (the moment of approval).,0,high,"The clause 'whom I have approved' describes an actual state of approval in the present/perfect tense, not a counterfactual situation contrary to fact.",0.0,high,"The target 'have approved' presents an event that is realized and occurring (the voice from heaven affirms approval of the Son), not absent from reality, so it does not instantiate ClNegPol.",0,high,"The clause contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval; 'whom I have approved' lacks temporal anchoring adverbials.",1,high,"The gram 'have approved' presents approval as an event that has occurred at least once in the subject's life history, answering whether the event has taken place without asserting a current resulting state.",1,high,"The gram 'have approved' indicates a change of state from not-approved to approved, with the resulting state of approval holding at the reference time of the utterance.",1,high,"The present perfect 'have approved' expresses a state of approval that began in the past and continues to hold at the reference time (the moment of speaking), fitting the DtUniv feature of continuous duration from past to present.",1,high,"The present perfect 'have approved' presents the approval as a completed action with relevance to the present moment, construing it as a bounded whole without internal temporal development, which instantiates the perfective aspect feature.",0,high,"The phrase 'have approved' is asserted as a realized fact within the direct speech of a voice from heaven, not construed as projected, hypothetical, imagined, or non-actual.",0,high,"The target 'have approved' is a canonical present perfect form (have + past participle) with no overt tense or mood specification beyond the simple present perfect, so TLTS is not instantiated.",0,high,"The construction 'have approved' is active voice with the subject 'I' as the agent performing the action on the object 'whom', not passive voice where the patient would be the grammatical subject."
40004012,Jesus heard that John had been arrested . So Jesus withdrew to Galilee .,had been arrested,1,high,"The verb 'arrest' encodes a two-participant event with an external argument (implicit agent performing the arrest) and an internal argument (John as patient/theme), where the event is directed toward and affects John.",0,high,"The verb 'arrest' encodes a two-participant event (agent and patient), licensing an external argument (the implicit agent performing the arrest), so it does not instantiate ASUncc which requires a one-participant event with no external argument.",0,high,"The target 'had been arrested' is a passive construction where the sole argument (John) functions as an internal argument (patient/theme), not an external argument (agent), violating the ASUnrg requirement.",0,high,The past perfect passive 'had been arrested' describes a completed state rather than a dynamic durative event unfolding toward a terminal point; it presents arrest as a finished fact prior to the main narrative action.,,,,0,high,"The target 'had been arrested' describes a completed action with a definite endpoint and result state (the state of being arrested), not a dynamic durative situation that unfolds without inherent endpoint.",0,high,"Had been arrested is a past perfect passive construction describing a completed action with a resulting change of state (John's state changed from free to imprisoned), not a punctual dynamic event without consequent result.",0,high,"The target 'had been arrested' describes a dynamic change (transition from free to imprisoned state) with an inherent endpoint, not a stative situation that holds uniformly over time.",0,high,"The clause 'had been arrested' describes a factual event that actually occurred in the narrative world, not a counterfactual situation contrary to fact.",0.0,high,"The target 'had been arrested' describes an event that occurred and is realized as fact in the narrative, not construed as absent from reality.",0,high,"The clause contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval; 'had been arrested' is a past perfect verb form without temporal adverbial modification.",1,high,"The past perfect 'had been arrested' presents John's arrest as a completed event in his life history, answering whether the event occurred at least once, without asserting a current resulting state.",1,high,"The past perfect 'had been arrested' indicates a change of state from John's free state to his arrested state, with the resulting state (being arrested) holding at the reference time when Jesus heard the news.",0,high,"The past perfect 'had been arrested' describes a completed event prior to the reference time (Jesus hearing the news), not a state or activity that holds continuously from past to reference time.",1,high,"The past perfect 'had been arrested' presents the arrest as a bounded, completed event without internal temporal development, treating the transition of arrest as a single whole prior to the main narrative event.",0,high,"The past perfect 'had been arrested' asserts John's arrest as a realized fact in the actual world, not as projected, hypothetical, imagined, or desired.",1,high,"The target 'had been arrested' instantiates TLTS because it encodes past perfect (pluperfect) tense, which is a tense specification other than the simple present perfect.",1,high,"The target 'had been arrested' exhibits overt passive morphology (auxiliary 'been' + past participle 'arrested'), the semantic patient 'John' functions as grammatical subject, and the agent is omitted, satisfying all criteria for VcPass."
40005027,"» You have heard it was said , ‘ You should not commit adultery . ’",have heard,0,high,"The verb 'heard' encodes a two-participant event (you as experiencer/perceiver and 'it' as stimulus), but this is a perception/cognition event, not a transitive action directed from an external agent toward an affected patient, so it does not instantiate ASTrns.",0,high,"The verb 'heard' encodes a two-participant event with an external argument (you as experiencer) and an internal argument (it as theme), thus does not instantiate ASUncc which requires a one-participant event with only an internal argument.",0,high,"The verb 'heard' licenses an internal argument (the clause 'it was said...'), so it does not instantiate a one-participant event with only an external argument.",0,high,"The target 'have heard' is a stative perfect expressing a completed past state of knowledge, not a dynamic durative event with an inherent process phase leading toward a defined terminal point.",,,,0,high,"The target 'have heard' is a perfective construction indicating a completed action with a result state (knowledge acquired), not a dynamic durative situation that unfolds without an inherent endpoint.",0,high,"The target 'have heard' describes a resultant state of knowledge (having received information) rather than a punctual dynamic event without resulting change, as it entails a consequent result condition of possessing knowledge.",0,high,"The present perfect 'have heard' describes a completed action with present relevance rather than a state that holds over time without dynamic change or progression, thus it does not instantiate AktState.",0,high,"The clause 'You have heard it was said' describes a factual event that actually occurred (the audience did hear something), not a counterfactual situation contrary to fact.",0.0,high,"The target 'have heard' presents a realized event (the hearing of a statement) as occurring in reality, not as absent or negated, so it does not instantiate ClNegPol.",0,high,"The clause contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval.",1,high,"The gram 'have heard' presents the event as part of the subject's life history, answering whether the event has occurred at least once without asserting a current resulting state.",1,high,"The present perfect 'have heard' indicates a past event (hearing a saying) with a resulting state of knowledge that holds at the reference time, encoding a transition from not-knowing to knowing.",1,high,"The present perfect 'have heard' expresses a past action (hearing) with relevance to the present moment, indicating a state of knowledge that holds from the past up to the reference time.",1,high,"The present perfect 'have heard' presents the hearing as a completed, bounded event with relevance to the present moment, treating the act of hearing as a single whole without internal temporal development.",0,high,"The phrase 'have heard it was said' reports a past realized fact (that a saying was communicated), not a projected, hypothetical, imagined, or desired non-actual situation.",0,high,"The target 'have heard' is a canonical present perfect form (have + past participle) with no overt tense or mood specification beyond the simple present perfect, so TLTS is not instantiated.",0,high,"The target 'have heard' is active voice with 'You' as the grammatical subject performing the action of hearing, not a passive construction where the semantic patient would be the grammatical subject."
40005038,"» You have heard it said , an eye for an eye and a tooth for a tooth .",have heard,0,high,"The verb 'heard' is in the passive voice construction 'have heard it said', where the subject 'you' is the recipient/experiencer of the hearing event rather than an agent directing an action toward a patient, failing to meet the transitive agent-patient directionality requirement.",0,high,"The verb 'heard' encodes a two-participant event with an external argument (you as experiencer) and an internal argument (it as theme), thus does not instantiate ASUncc which requires a one-participant event with only an internal argument.",0,high,"The verb 'heard' licenses an internal argument (the clause 'it said...'), so it does not encode a one-participant event with only an external argument.",0,high,"The present perfect 'have heard' describes a completed past event with present relevance, not a dynamic durative process unfolding toward a terminal point, thus does not instantiate AktAcc.",,,,0,high,"The present perfect 'have heard' describes a completed experience with a result state (knowledge acquired), not a dynamic durative situation that unfolds without an inherent endpoint.",0,high,"Have heard is a stative/experiential perfect construction that entails a resulting state of knowledge, not a punctual dynamic event without consequent result condition.",0,high,"The present perfect 'have heard' describes a completed action with current relevance rather than a state that holds over time without dynamic change or progression, thus it does not instantiate AktState.",0,high,The clause 'You have heard it said' describes a factual situation (that the addressee has actually heard a saying) rather than a counterfactual condition contrary to fact.,0.0,high,"The target 'have heard' presents a realized event (the addressee has actually heard the saying), not an absent or non-occurring situation, so it does not instantiate ClNegPol.",0,high,"The clause contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval.",1,high,"The present perfect 'have heard' presents the event of hearing as part of the subject's life history, answering whether the event has occurred at least once without asserting a current resulting state.",1,high,"The present perfect 'have heard' indicates a change of state from not having heard to now having heard, with the resulting state (knowledge of what was said) holding at the reference time.",1,high,"The present perfect 'have heard' expresses a state of knowledge that began in the past and continues to the reference time (the moment of speaking), fitting the DtUniv feature of continuous duration from past to present.",1,high,"The present perfect 'have heard' presents the hearing as a completed, bounded event with relevance to the present moment, construing the act of hearing as a single whole without internal temporal development.",0,high,"The phrase 'have heard it said' reports a realized fact of prior auditory experience, not a projected or hypothetical situation.",0,high,"The target 'have heard' is a canonical present perfect form (have + past participle) with no overt encoding of tense or mood specification beyond the simple present perfect, so TLTS is not instantiated.",0,high,"The target 'have heard' is active voice with the experiencer subject 'You' as the grammatical agent, not a passive construction where the semantic patient would be the grammatical subject."
40005043,"» You have heard it said , ‘ You should love your neighbor and hate your enemy . ’",have heard,0,high,"The verb 'heard' encodes a two-participant event (you as experiencer/perceiver and 'it said' as stimulus), but this is a perception/cognition event, not a transitive action directed from an external agent toward an affected patient, so it does not instantiate ASTrns.",0,high,"The verb 'heard' encodes a two-participant event with 'you' as an external argument (experiencer/agent) and 'it' as an internal argument (theme), thus does not instantiate ASUncc which requires a one-participant event with only an internal argument.",0,high,"The verb 'heard' licenses an internal argument (the content clause 'it said...'), so it does not encode a one-participant event with only an external argument.",0,high,"The present perfect 'have heard' describes a completed past action with present relevance, not a dynamic durative event with an inherent process phase leading toward a defined terminal point.",0.0,high,The present perfect 'have heard' describes a state resulting from a past action rather than a punctual change-of-state event; it does not represent a threshold crossing or instantaneous transition.,0,high,"The target 'have heard' is a perfective construction indicating a completed action with a result state (knowledge acquired), not a dynamic durative situation that unfolds without an inherent endpoint.",0,high,"Have heard is a stative/experiential perfect construction that entails a resulting state of knowledge, not a punctual dynamic event without consequent result condition.",0,high,"The present perfect 'have heard' describes a completed action with current relevance rather than a stative situation; it involves dynamic change (the event of hearing) and has an inherent endpoint, not a timeless state.",0,high,"The clause 'You have heard it said' describes a factual event that has occurred in the actual world (the addressee has heard this saying), not a counterfactual situation contrary to fact.",0.0,high,"The target 'have heard' presents a realized event (the addressee has actually heard the saying), not an absent or non-occurring situation, so it does not instantiate ClNegPol.",0,high,"The clause contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval; 'have heard' is present perfect without temporal anchoring adverbials like 'already', 'before', or specific time expressions.",1,high,"The present perfect 'have heard' presents the event as part of the subject's life history, answering whether the event has occurred at least once without asserting a current resulting state.",1,high,"The present perfect 'have heard' indicates a change of state from not having heard to now having heard, with the resulting state (knowledge of what was said) holding at the reference time.",1,high,"The present perfect 'have heard' expresses a state of knowledge that began in the past and continues to the reference time (the moment of speaking), fitting the DtUniv feature of continuous holding from past to present.",1,high,"The present perfect 'have heard' presents the hearing as a completed, bounded event with relevance to the present moment, construing the act of hearing as a single whole without internal temporal development.",0,high,"The phrase 'have heard it said' reports a realized, actual fact about what the addressee has experienced hearing, not a projected or hypothetical situation.",0,high,"The target 'have heard' is a canonical present perfect form (have + past participle) with no overt encoding of tense or mood specification beyond the simple present perfect, so TLTS is not instantiated.",0,high,"The target 'have heard' is active voice with 'you' as the grammatical subject performing the action of hearing, not a passive construction where the semantic patient would be the grammatical subject."
40006002,"» Do not loudly announce it when you give to the poor . The hypocrites do this in the houses of worship and on the streets . They do this to be praised by men . Believe me , they have already been paid in full .",have been paid,0,high,"The target 'have been paid' is a passive construction where the internal argument (they/hypocrites) is the grammatical subject, not the external agent, thus failing to encode the transitive semantic structure of an external argument directing an action toward an internal argument.",0,high,"The verb 'have been paid' is a passive construction with an external argument (the hypocrites as the implicit agent), not a one-participant event with only an internal argument.",0,high,"The target 'have been paid' is a passive construction with two arguments (the hypocrites as internal argument receiving the action, and an implicit external agent), not a one-participant event with only an external argument.",1,high,"The phrase 'have been paid in full' describes a dynamic event (the act of payment) that unfolds over time and culminates in a defined terminal point (the completion of payment in full), instantiating AktAcc.",0.0,high,The phrase 'have been paid' describes a resultant state of completion rather than a punctual change-of-state event; it focuses on the achieved condition (being in a paid state) rather than the instantaneous threshold-crossing moment of payment itself.,0,high,"The target 'have been paid' describes a completed state resulting from a prior action, not a dynamic durative situation that unfolds over time without an inherent endpoint.",0,high,"The target 'have been paid' describes a resulting change of state (transition from unpaid to paid condition) rather than a punctual dynamic event without consequent result, thus it does not instantiate AktSemel.",0,high,"The target 'have been paid' describes a completed action with a defined endpoint (receiving payment), not a state that holds uniformly over time without dynamic change or progression.",0,high,"The clause 'they have already been paid in full' describes a factual situation that has occurred in the actual world (the hypocrites have received their reward), not a counterfactual condition contrary to fact.",0.0,high,"The target 'have been paid' presents a realized event (the hypocrites have received their reward), not an absent or non-occurring state, so it does not instantiate ClNegPol.",1,high,"The target 'have been paid' is preceded by the overt adverbial 'already', which explicitly anchors the event to a specific past time interval relative to the present moment.",1,high,"The phrase 'have already been paid in full' presents the event of being paid as part of the hypocrites' life history, asserting that the payment has occurred at least once without claiming a resulting state currently holds.",1,high,"The phrase 'have been paid' indicates a change of state from an unpaid to a paid condition, with the resulting state (being paid in full) holding at the reference time, thus instantiating DtRes.",0,high,"The target 'have been paid' expresses a completed action in the past (present perfect passive) rather than a continuous state from a past starting point to the reference time, so it does not instantiate DtUniv.",1,high,"The present perfect 'have been paid' presents the payment as a completed, bounded whole event with relevance to the present moment, instantiating perfective aspect.",0,high,"The phrase 'they have already been paid in full' is asserted as a realized fact about the hypocrites' actual condition, not as a projected, hypothetical, or non-actual situation.",1,high,"The target 'have been paid' instantiates TLTS because it encodes a progressive/passive perfect form (present perfect passive) rather than the simple canonical present perfect, thus specifying a tense/mood specification beyond the basic 'have/has' + past participle structure.",1,high,"The target 'have been paid' instantiates VcPass: the semantic patient (the hypocrites, implicit subject 'they') functions as the grammatical subject, the agent is omitted, and overt passive morphology ('have been') is present."
40006005,» Do not pray like the hypocrites ! They want everyone to see them in the houses of worship and on the street corners . I assure you they have been paid in full .,have been paid,1,high,"The verb 'paid' encodes a two-participant event with an external argument (implied agent/payer) and an internal argument (they/hypocrites as patient/theme receiving payment), construed as directed from payer toward the recipients and affecting them.",0,high,"The verb 'have been paid' is passive and licenses an external argument (the hypocrites as agent), so it does not meet the criterion of encoding a one-participant event with only an internal argument and no external argument.",0,high,"The target 'have been paid' is a passive construction with an internal argument ('they' as the patient/recipient of payment), violating the requirement for zero internal arguments in ASUnrg.",1,high,"The target 'have been paid in full' instantiates AktAcc as it describes a dynamic process of payment that unfolds over time and culminates in a defined terminal point (the completion of full payment), with an inherent process phase leading toward that completion state.",0.0,high,The target 'have been paid' describes a resultant state of completion rather than a punctual change-of-state event; it focuses on the achieved condition (being paid) rather than the instantaneous threshold-crossing moment of payment itself.,0,high,"The phrase 'have been paid in full' describes a completed action with a defined endpoint (full payment received), not a dynamic durative situation that unfolds without inherent endpoint.",0,high,"The target 'have been paid' describes a resulting change of state (transition from unpaid to paid condition) rather than a punctual dynamic event without consequent result, thus it does not instantiate AktSemel.",0,high,"The target 'have been paid' describes a completed action with a definite endpoint (receiving payment in full), not a state that holds uniformly over time without dynamic change or progression.",0,high,"The clause 'they have been paid in full' describes an actual state of affairs in the world of the text (the hypocrites have actually received their reward), not a counterfactual situation contrary to fact.",0.0,high,"The target 'have been paid' describes a realized event (they received their reward), not an absent or non-occurring state, so it does not instantiate ClNegPol.",0,high,"The target 'have been paid' contains no overt lexical, phrasal, or clausal adverbial that explicitly anchors the event to a specific past time interval; 'in full' is a manner/degree adverbial, not a temporal anchor.",0,high,The phrase 'have been paid in full' asserts a resulting state (they currently possess their reward/payment) rather than merely recording whether the event occurred in the subject's life history.,1,high,"The target 'have been paid' indicates a change of state from unpaid to paid, with the resulting state (being paid in full) holding at the reference time, thus instantiating DtRes.",0,high,"The target 'have been paid' expresses a completed action with present relevance rather than a continuous state from past to present, making it present perfect aspect rather than durative universal aspect.",1,high,"The present perfect 'have been paid' presents the payment as a bounded, completed event viewed as a whole from the present moment, with the internal temporal development of the paying process not made accessible, which instantiates the perfective aspect feature TLAspPfv.",0,high,"The phrase 'have been paid in full' is asserted as a realized fact about the hypocrites' reward, not construed as projected, hypothetical, imagined, or desired.",1,high,"The target 'have been paid' instantiates TLTS because it encodes a progressive perfect form (present perfect passive with 'been') rather than the simple canonical present perfect, thus specifying a tense/mood specification beyond the simple present perfect.",1,high,"The target 'have been paid' exhibits overt passive morphology (auxiliary 'have' + 'been' + past participle 'paid'), the semantic patient 'they' functions as grammatical subject, and the agent is omitted, satisfying all criteria for VcPass."
