Model,Claude,Claude,Claude,Claude,Claude,OpenAI,OpenAI,OpenAI,OpenAI,OpenAI
Metric,Precision,Recall,F1,Kappa,Alpha,Precision,Recall,F1,Kappa,Alpha
Permutation,,,,,,,,,,
full,0.662925651245323,0.620016827492151,0.6173140225697823,0.5472396535324007,0.5424543435589059,0.6552757626279585,0.684013859016372,0.633593840580638,0.5325403374342103,0.52520858038092
abl1,0.6717076849189401,0.6283452319194227,0.6282105890706796,0.5597293374786885,0.5548488804667854,0.6485212144814478,0.6620078573059822,0.6158548068616059,0.5156452984404516,0.5050358077557822
abl2,0.6652647366798395,0.6080160815211046,0.6006446273870611,0.5354078556944719,0.5295834709392173,0.6120546727726885,0.7229464733466356,0.6359249845986763,0.5246930052544837,0.5121657040392722
abl3,0.6511507214107881,0.634568215805529,0.6270614882034434,0.5859953195574534,0.6066010985707989,0.6510556943144206,0.6990750378986363,0.639127388167229,0.5335534759105942,0.5262610172666463
abl4,0.6690460152636046,0.6201884688780239,0.617078038274282,0.5881598605253039,0.6072881971268695,0.6511711634463005,0.7026412852148662,0.6412623587164238,0.5427909214753437,0.5352337608406338
abl5,0.673869039441128,0.6144490445757439,0.6143256812275993,0.5461076921624409,0.5386223943508888,0.6278657594174912,0.6812204423618357,0.6219865496701174,0.5249616654649936,0.5166431869373763
abl6,0.6257380522466313,0.5696915384694988,0.5745963211188374,0.5443671605628816,0.54015678224909,0.6485297432013135,0.698052344424281,0.6314572281224199,0.5255175161873118,0.518267023053999
